Tаблица 1
ID;Name;Longitude_WGS84;Latitude_WGS84;NameOfStation;Line;ModeOnEvenDays;ModeOnOddDays;FullFeaturedBPAAmount;LittleFunctionalBPAAmount;BPAAmount;RepairOfEscalators;global_id;geoData
381;Каховская, вход-выход 4 в северный вестибюль;37.5998679;55.6529558;Каховская;Каховская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:20, по 2 пути в 05:58:50; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:30, по 2 пути в 05:55:20; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";;2;2;;1773589;{type=Point, coordinates=[37.5998679, 55.6529558]}
380;Каховская, вход-выход 3 в северный вестибюль;37.6001946;55.653416;Каховская;Каховская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:30, по 2 пути в 05:58:50; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:30, по 2 пути в 05:55:20; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";;2;2;;1773590;{type=Point, coordinates=[37.6001946, 55.653416]}
378;Каховская, вход-выход 1 в северный вестибюль;37.6003877;55.6529588;Каховская;Каховская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:20, по 2 пути в 05:58:50; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:30, по 2 пути в 05:55:20; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";;2;2;;1773591;{type=Point, coordinates=[37.6003877, 55.6529588]}
103;Водный стадион, вход в южный вестибюль;37.487262;55.839091;Водный стадион;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:40, по 2 пути в 05:59:55; последний поезд по 1 пути в 02:00:20, по 2 пути в 01:57:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:40, по 2 пути в 05:43:25; последний поезд по 1 пути в 02:00:20, по 2 пути в 01:05:25";;3;3;;1773592;{type=Point, coordinates=[37.487262, 55.839091]}
106;Войковская, вход-выход 2 в северный вестибюль;37.4966084;55.8198862;Войковская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:15, по 2 пути в 06:03:05; последний поезд по 1 пути в 01:57:10, по 2 пути в 01:55:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:15, по 2 пути в 05:46:45; последний поезд по 1 пути в 01:57:10, по 2 пути в 01:08:35";;5;5;;1773593;{type=Point, coordinates=[37.4966084, 55.8198862]}
107;Войковская, вход-выход 3 в северный вестибюль;37.4978475;55.8200536;Войковская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:15, по 2 пути в 06:03:05; последний поезд по 1 пути в 01:57:10, по 2 пути в 01:55:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:15, по 2 пути в 05:46:45; последний поезд по 1 пути в 01:57:10, по 2 пути в 01:08:35";;5;5;;1773594;{type=Point, coordinates=[37.4978475, 55.8200536]}
594;Владыкино, вход в северный вестибюль;37.5903673;55.8483448;Владыкино;Серпуховско-Тимирязевская линия;"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:10:45, по 2 пути в 05:29:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:11:15";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:10:15, по 2 пути в 05:29:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:11:15";;4;4;;1773595;{type=Point, coordinates=[37.5903673, 55.8483448]}
101;Водный стадион, вход в северный вестибюль;37.4861169;55.8405471;Водный стадион;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:40, по 2 пути в 05:59:55; последний поезд по 1 пути в 02:00:20, по 2 пути в 01:57:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:40, по 2 пути в 05:43:25; последний поезд по 1 пути в 02:00:20, по 2 пути в 01:05:25";;5;5;;1773596;{type=Point, coordinates=[37.4861169, 55.8405471]}
110;Войковская, вход-выход 3 в южный вестибюль;37.4980328;55.8180816;Войковская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:15, по 2 пути в 06:03:05; последний поезд по 1 пути в 01:57:10, по 2 пути в 01:55:30";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:15, по 2 пути в 05:46:35; последний поезд по 1 пути в 01:55:55, по 2 пути в 01:08:35";;5;5;;1773597;{type=Point, coordinates=[37.4980328, 55.8180816]}
109;Войковская, вход-выход 2 в южный вестибюль;37.4990514;55.8183579;Войковская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:15, по 2 пути в 06:03:05; последний поезд по 1 пути в 01:57:10, по 2 пути в 01:55:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:15, по 2 пути в 05:46:45; последний поезд по 1 пути в 01:57:10, по 2 пути в 01:08:35";;5;5;;1773598;{type=Point, coordinates=[37.4990514, 55.8183579]}
108;Войковская, вход-выход 1 в южный вестибюль;37.4995989;55.8178071;Войковская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:15, по 2 пути в 06:03:05; последний поезд по 1 пути в 01:57:10, по 2 пути в 01:55:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:15, по 2 пути в 05:46:45; последний поезд по 1 пути в 01:57:10, по 2 пути в 01:08:35";;5;5;;1773599;{type=Point, coordinates=[37.4995989, 55.8178071]}
761;Волгоградский проспект, вход-выход 1 в восточный вестибюль;37.685034;55.7256857;Волгоградский проспект;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:35, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:39:50, по 2 пути в 01:25:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:20, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:50:00, по 2 пути в 01:25:45";;5;5;;1773600;{type=Point, coordinates=[37.685034, 55.7256857]}
456;Волжская, вход-выход 2 в южный вестибюль;37.7564272;55.6907047;Волжская;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:42:25; последний поезд по 1 пути в 01:41:35, по 2 пути в 01:19:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:30, по 2 пути в 05:42:15; последний поезд по 1 пути в 01:41:35, по 2 пути в 01:19:25";;5;5;;1773601;{type=Point, coordinates=[37.7564272, 55.6907047]}
17;Волоколамская, вход в северный вестибюль;37.381439;55.836391;Волоколамская;Арбатско-Покровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:25, по 2 пути в 05:43:30; последний поезд по 1 пути в 02:02:05, по 2 пути в 01:08:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:25, по 2 пути в 05:43:50; последний поезд по 1 пути в 02:02:05, по 2 пути в 01:08:30";;3;3;;1773602;{type=Point, coordinates=[37.381439, 55.836391]}
